filepath,class,source
dataset\kertas\paper461.jpg,kertas,trashnet
dataset\kertas\paper462.jpg,kertas,trashnet
dataset\kertas\paper463.jpg,kertas,trashnet
dataset\kertas\paper464.jpg,kertas,trashnet
dataset\kertas\paper465.jpg,kertas,trashnet
dataset\kertas\paper466.jpg,kertas,trashnet
dataset\kertas\paper467.jpg,kertas,trashnet
dataset\kertas\paper468.jpg,kertas,trashnet
dataset\kertas\paper469.jpg,kertas,trashnet
dataset\kertas\paper47.jpg,kertas,trashnet
dataset\kertas\paper470.jpg,kertas,trashnet
dataset\kertas\paper471.jpg,kertas,trashnet
dataset\kertas\paper472.jpg,kertas,trashnet
dataset\kertas\paper473.jpg,kertas,trashnet
dataset\kertas\paper474.jpg,kertas,trashnet
dataset\kertas\paper475.jpg,kertas,trashnet
dataset\kertas\paper476.jpg,kertas,trashnet
dataset\kertas\paper477.jpg,kertas,trashnet
dataset\kertas\paper478.jpg,kertas,trashnet
dataset\kertas\paper479.jpg,kertas,trashnet
dataset\kertas\paper48.jpg,kertas,trashnet
dataset\kertas\paper480.jpg,kertas,trashnet
dataset\kertas\paper481.jpg,kertas,trashnet
dataset\kertas\paper482.jpg,kertas,trashnet
dataset\kertas\paper483.jpg,kertas,trashnet
dataset\kertas\paper484.jpg,kertas,trashnet
dataset\kertas\paper485.jpg,kertas,trashnet
dataset\kertas\paper486.jpg,kertas,trashnet
dataset\kertas\paper487.jpg,kertas,trashnet
dataset\kertas\paper488.jpg,kertas,trashnet
dataset\kertas\paper489.jpg,kertas,trashnet
dataset\kertas\paper49.jpg,kertas,trashnet
dataset\kertas\paper490.jpg,kertas,trashnet
dataset\kertas\paper491.jpg,kertas,trashnet
dataset\kertas\paper492.jpg,kertas,trashnet
dataset\kertas\paper493.jpg,kertas,trashnet
dataset\kertas\paper494.jpg,kertas,trashnet
dataset\kertas\paper495.jpg,kertas,trashnet
dataset\kertas\paper496.jpg,kertas,trashnet
dataset\kertas\paper497.jpg,kertas,trashnet
dataset\kertas\paper498.jpg,kertas,trashnet
dataset\kertas\paper499.jpg,kertas,trashnet
dataset\kertas\paper5.jpg,kertas,trashnet
dataset\kertas\paper50.jpg,kertas,trashnet
dataset\kertas\paper500.jpg,kertas,trashnet
dataset\kertas\paper501.jpg,kertas,trashnet
dataset\kertas\paper502.jpg,kertas,trashnet
dataset\kertas\paper503.jpg,kertas,trashnet
dataset\kertas\paper504.jpg,kertas,trashnet
dataset\kertas\paper505.jpg,kertas,trashnet
dataset\kertas\paper506.jpg,kertas,trashnet
dataset\kertas\paper507.jpg,kertas,trashnet
dataset\kertas\paper508.jpg,kertas,trashnet
dataset\kertas\paper509.jpg,kertas,trashnet
dataset\kertas\paper51.jpg,kertas,trashnet
dataset\kertas\paper510.jpg,kertas,trashnet
dataset\kertas\paper511.jpg,kertas,trashnet
dataset\kertas\paper512.jpg,kertas,trashnet
dataset\kertas\paper513.jpg,kertas,trashnet
dataset\kertas\paper514.jpg,kertas,trashnet
dataset\kertas\paper515.jpg,kertas,trashnet
dataset\kertas\paper516.jpg,kertas,trashnet
dataset\kertas\paper517.jpg,kertas,trashnet
dataset\kertas\paper518.jpg,kertas,trashnet
dataset\kertas\paper519.jpg,kertas,trashnet
dataset\kertas\paper52.jpg,kertas,trashnet
dataset\kertas\paper520.jpg,kertas,trashnet
dataset\kertas\paper521.jpg,kertas,trashnet
dataset\kertas\paper522.jpg,kertas,trashnet
dataset\kertas\paper523.jpg,kertas,trashnet
dataset\kertas\paper524.jpg,kertas,trashnet
dataset\kertas\paper525.jpg,kertas,trashnet
dataset\kertas\paper526.jpg,kertas,trashnet
dataset\kertas\paper527.jpg,kertas,trashnet
dataset\kertas\paper528.jpg,kertas,trashnet
dataset\kertas\paper529.jpg,kertas,trashnet
dataset\kertas\paper53.jpg,kertas,trashnet
dataset\kertas\paper530.jpg,kertas,trashnet
dataset\kertas\paper531.jpg,kertas,trashnet
dataset\kertas\paper532.jpg,kertas,trashnet
dataset\kertas\paper533.jpg,kertas,trashnet
dataset\kertas\paper534.jpg,kertas,trashnet
dataset\kertas\paper535.jpg,kertas,trashnet
dataset\kertas\paper536.jpg,kertas,trashnet
dataset\kertas\paper537.jpg,kertas,trashnet
dataset\kertas\paper538.jpg,kertas,trashnet
dataset\kertas\paper539.jpg,kertas,trashnet
dataset\kertas\paper54.jpg,kertas,trashnet
dataset\kertas\paper540.jpg,kertas,trashnet
dataset\kertas\paper541.jpg,kertas,trashnet
dataset\kertas\paper542.jpg,kertas,trashnet
dataset\kertas\paper543.jpg,kertas,trashnet
dataset\kertas\paper544.jpg,kertas,trashnet
dataset\kertas\paper545.jpg,kertas,trashnet
dataset\kertas\paper546.jpg,kertas,trashnet
dataset\kertas\paper547.jpg,kertas,trashnet
dataset\kertas\paper548.jpg,kertas,trashnet
dataset\kertas\paper549.jpg,kertas,trashnet
dataset\kertas\paper55.jpg,kertas,trashnet
dataset\kertas\paper550.jpg,kertas,trashnet
dataset\kertas\paper551.jpg,kertas,trashnet
dataset\kertas\paper552.jpg,kertas,trashnet
dataset\kertas\paper553.jpg,kertas,trashnet
dataset\kertas\paper554.jpg,kertas,trashnet
dataset\kertas\paper555.jpg,kertas,trashnet
dataset\kertas\paper556.jpg,kertas,trashnet
dataset\kertas\paper557.jpg,kertas,trashnet
dataset\kertas\paper558.jpg,kertas,trashnet
dataset\kertas\paper559.jpg,kertas,trashnet
dataset\kertas\paper56.jpg,kertas,trashnet
dataset\kertas\paper560.jpg,kertas,trashnet
dataset\kertas\paper561.jpg,kertas,trashnet
dataset\kertas\paper562.jpg,kertas,trashnet
dataset\kertas\paper563.jpg,kertas,trashnet
dataset\kertas\paper564.jpg,kertas,trashnet
dataset\kertas\paper565.jpg,kertas,trashnet
dataset\kertas\paper566.jpg,kertas,trashnet
dataset\kertas\paper567.jpg,kertas,trashnet
dataset\kertas\paper568.jpg,kertas,trashnet
dataset\kertas\paper569.jpg,kertas,trashnet
dataset\kertas\paper57.jpg,kertas,trashnet
dataset\kertas\paper570.jpg,kertas,trashnet
dataset\kertas\paper571.jpg,kertas,trashnet
dataset\kertas\paper572.jpg,kertas,trashnet
dataset\kertas\paper573.jpg,kertas,trashnet
dataset\kertas\paper574.jpg,kertas,trashnet
dataset\kertas\paper575.jpg,kertas,trashnet
dataset\kertas\paper576.jpg,kertas,trashnet
dataset\kertas\paper577.jpg,kertas,trashnet
dataset\kertas\paper578.jpg,kertas,trashnet
dataset\kertas\paper579.jpg,kertas,trashnet
dataset\kertas\paper58.jpg,kertas,trashnet
dataset\kertas\paper580.jpg,kertas,trashnet
dataset\kertas\paper581.jpg,kertas,trashnet
dataset\kertas\paper582.jpg,kertas,trashnet
dataset\kertas\paper583.jpg,kertas,trashnet
dataset\kertas\paper584.jpg,kertas,trashnet
dataset\kertas\paper585.jpg,kertas,trashnet
dataset\kertas\paper586.jpg,kertas,trashnet
dataset\kertas\paper587.jpg,kertas,trashnet
dataset\kertas\paper588.jpg,kertas,trashnet
dataset\kertas\paper589.jpg,kertas,trashnet
dataset\kertas\paper59.jpg,kertas,trashnet
dataset\kertas\paper590.jpg,kertas,trashnet
dataset\kertas\paper591.jpg,kertas,trashnet
dataset\kertas\paper592.jpg,kertas,trashnet
dataset\kertas\paper593.jpg,kertas,trashnet
dataset\kertas\paper594.jpg,kertas,trashnet
dataset\kertas\paper6.jpg,kertas,trashnet
dataset\kertas\paper60.jpg,kertas,trashnet
dataset\kertas\paper61.jpg,kertas,trashnet
dataset\kertas\paper62.jpg,kertas,trashnet
dataset\kertas\paper63.jpg,kertas,trashnet
dataset\kertas\paper64.jpg,kertas,trashnet
dataset\kertas\paper65.jpg,kertas,trashnet
dataset\kertas\paper66.jpg,kertas,trashnet
dataset\kertas\paper67.jpg,kertas,trashnet
dataset\kertas\paper68.jpg,kertas,trashnet
dataset\kertas\paper69.jpg,kertas,trashnet
dataset\kertas\paper7.jpg,kertas,trashnet
dataset\kertas\paper70.jpg,kertas,trashnet
dataset\kertas\paper71.jpg,kertas,trashnet
dataset\kertas\paper72.jpg,kertas,trashnet
dataset\kertas\paper73.jpg,kertas,trashnet
dataset\kertas\paper74.jpg,kertas,trashnet
dataset\kertas\paper75.jpg,kertas,trashnet
dataset\kertas\paper76.jpg,kertas,trashnet
dataset\kertas\paper77.jpg,kertas,trashnet
dataset\kertas\paper78.jpg,kertas,trashnet
dataset\kertas\paper79.jpg,kertas,trashnet
dataset\kertas\paper8.jpg,kertas,trashnet
dataset\kertas\paper80.jpg,kertas,trashnet
dataset\kertas\paper81.jpg,kertas,trashnet
dataset\kertas\paper82.jpg,kertas,trashnet
dataset\kertas\paper83.jpg,kertas,trashnet
dataset\kertas\paper84.jpg,kertas,trashnet
dataset\kertas\paper85.jpg,kertas,trashnet
dataset\kertas\paper86.jpg,kertas,trashnet
dataset\kertas\paper87.jpg,kertas,trashnet
dataset\kertas\paper88.jpg,kertas,trashnet
dataset\kertas\paper89.jpg,kertas,trashnet
dataset\kertas\paper9.jpg,kertas,trashnet
dataset\kertas\paper90.jpg,kertas,trashnet
dataset\kertas\paper91.jpg,kertas,trashnet
dataset\kertas\paper92.jpg,kertas,trashnet
dataset\kertas\paper93.jpg,kertas,trashnet
dataset\kertas\paper94.jpg,kertas,trashnet
dataset\kertas\paper95.jpg,kertas,trashnet
dataset\kertas\paper96.jpg,kertas,trashnet
dataset\kertas\paper97.jpg,kertas,trashnet
dataset\kertas\paper98.jpg,kertas,trashnet
dataset\kertas\paper99.jpg,kertas,trashnet
dataset\plastik\20260819_182442_022705_plastik_0.52.jpg,plastik,real
dataset\plastik\20260819_182443_230750.jpg,plastik,real
dataset\plastik\20260819_182456_191916.jpg,plastik,real
dataset\plastik\20260819_182503_468549.jpg,plastik,real
dataset\plastik\20260819_182516_331065.jpg,plastik,real
dataset\plastik\20260819_182616_629678.jpg,plastik,real
dataset\plastik\20260819_182631_309158.jpg,plastik,real
dataset\plastik\20260819_182644_500489.jpg,plastik,real
dataset\plastik\20260819_182748_006652.jpg,plastik,real
dataset\plastik\20260819_182759_660154.jpg,plastik,real
dataset\plastik\20260819_182850_825074.jpg,plastik,real
dataset\plastik\20260819_182908_503235.jpg,plastik,real
dataset\plastik\20260819_182918_413241.jpg,plastik,real
dataset\plastik\20260819_182954_281942.jpg,plastik,real
dataset\plastik\20260819_183002_496644.jpg,plastik,real
dataset\plastik\20260819_183038_445600.jpg,plastik,real
dataset\plastik\20260823_010343_378909.jpg,plastik,real
dataset\plastik\20260823_010428_025113.jpg,plastik,real
dataset\plastik\20260823_010501_615465_kertas_0.51.jpg,plastik,real
dataset\plastik\20260823_010502_793317.jpg,plastik,real
dataset\plastik\20260823_010524_640098.jpg,plastik,real
dataset\plastik\20260823_010547_941882.jpg,plastik,real
dataset\plastik\20260823_010553_739609.jpg,plastik,real
dataset\plastik\20260823_010611_176257.jpg,plastik,real
dataset\plastik\20260827_151434_550675.jpg,plastik,real
dataset\plastik\20260827_151922_545751.jpg,plastik,real
dataset\plastik\20260827_152108_095705.jpg,plastik,real
dataset\plastik\20260827_152756_414871.jpg,plastik,real
dataset\plastik\20260827_165035_966779.jpg,plastik,real
dataset\plastik\20260827_165552_040842.jpg,plastik,real
dataset\plastik\20260827_165611_171252.jpg,plastik,real
dataset\plastik\20260827_165655_871454.jpg,plastik,real
dataset\plastik\20260827_165714_975259.jpg,plastik,real
dataset\plastik\20260827_165818_440773.jpg,plastik,real
dataset\plastik\20260827_165841_133332.jpg,plastik,real
dataset\plastik\20260827_170326_317819.jpg,plastik,real
dataset\plastik\20260827_170738_531440.jpg,plastik,real
dataset\plastik\20260827_170802_440691.jpg,plastik,real
dataset\plastik\20260827_172021_539181.jpg,plastik,real
dataset\plastik\20260827_172034_971477.jpg,plastik,real
dataset\plastik\20260827_172049_181733.jpg,plastik,real
dataset\plastik\20260827_172248_480758.jpg,plastik,real
dataset\plastik\20260827_172259_223441_plastik_0.47.jpg,plastik,real
dataset\plastik\20260827_173740_781778.jpg,plastik,real
dataset\plastik\20260827_173837_672667.jpg,plastik,real
dataset\plastik\20260827_174639_801637.jpg,plastik,real
dataset\plastik\20260827_174654_476481.jpg,plastik,real
dataset\plastik\20260827_174713_421976.jpg,plastik,real
dataset\plastik\20260827_174724_924598.jpg,plastik,real
dataset\plastik\20260827_175325_704339.jpg,plastik,real
dataset\plastik\20260827_175334_731936.jpg,plastik,real
dataset\plastik\20260827_175344_629935.jpg,plastik,real
dataset\plastik\20260827_175354_272567.jpg,plastik,real
dataset\plastik\20260827_175408_149657.jpg,plastik,real
dataset\plastik\20260827_175419_210630.jpg,plastik,real
dataset\plastik\20260827_175433_318921.jpg,plastik,real
dataset\plastik\20260827_180333_524560.jpg,plastik,real
dataset\plastik\20260827_180341_193855.jpg,plastik,real
dataset\plastik\20260827_180353_412733.jpg,plastik,real
dataset\plastik\20260827_180413_003471.jpg,plastik,real
dataset\plastik\20260827_180419_837852.jpg,plastik,real
dataset\plastik\20260827_180432_188907.jpg,plastik,real
dataset\plastik\20260827_181037_568208.jpg,plastik,real
dataset\plastik\20260827_181116_735248.jpg,plastik,real
dataset\plastik\20260827_181123_453721.jpg,plastik,real
dataset\plastik\20260827_181136_479291.jpg,plastik,real
dataset\plastik\20260827_181245_408321.jpg,plastik,real
dataset\plastik\20260827_181251_089934.jpg,plastik,real
dataset\plastik\20260827_181257_928774.jpg,plastik,real
dataset\plastik\20260827_181314_511811.jpg,plastik,real
dataset\plastik\20260827_181320_997248.jpg,plastik,real
dataset\plastik\20260827_181355_159089.jpg,plastik,real
dataset\plastik\20260827_181407_246744_plastik_0.55.jpg,plastik,real
dataset\plastik\20260827_181743_509441.jpg,plastik,real
dataset\plastik\20260827_181821_678859.jpg,plastik,real
dataset\plastik\20260827_203522_623325.jpg,plastik,real
dataset\plastik\20260827_203622_698781.jpg,plastik,real
dataset\plastik\20260827_203630_263489.jpg,plastik,real
dataset\plastik\20260827_203700_174636.jpg,plastik,real
dataset\plastik\20260827_203706_060884.jpg,plastik,real
dataset\plastik\20260827_203711_863860.jpg,plastik,real
dataset\plastik\20260827_203747_599674.jpg,plastik,real
dataset\plastik\20260827_203754_550118_daun_0.48.jpg,plastik,real
dataset\plastik\20260827_203813_157106.jpg,plastik,real
dataset\plastik\20260827_203829_121354_plastik_0.59.jpg,plastik,real
dataset\plastik\20260827_203945_529107_kaleng_0.37.jpg,plastik,real
dataset\plastik\20260827_204129_539796.jpg,plastik,real
dataset\plastik\20260827_204221_116754.jpg,plastik,real
dataset\plastik\20260827_204246_622659.jpg,plastik,real
dataset\plastik\20260828_083809_749367.jpg,plastik,real
dataset\plastik\20260828_083924_097494.jpg,plastik,real
dataset\plastik\20260828_084116_556612.jpg,plastik,real
dataset\plastik\20260828_084236_805770.jpg,plastik,real
dataset\plastik\20260828_084357_418516.jpg,plastik,real
dataset\plastik\20260828_084607_827890.jpg,plastik,real
dataset\plastik\20260828_084654_516304.jpg,plastik,real
dataset\plastik\20260828_084740_391351.jpg,plastik,real
dataset\plastik\20260828_084829_258284.jpg,plastik,real
dataset\plastik\20260828_085033_321791.jpg,plastik,real
dataset\plastik\20260828_085058_388344.jpg,plastik,real
dataset\plastik\20260828_085440_617571.jpg,plastik,real
dataset\plastik\20260828_085546_879179.jpg,plastik,real
dataset\plastik\20260828_085609_121146.jpg,plastik,real
dataset\plastik\20260828_110935_343443.jpg,plastik,real
dataset\plastik\20260828_110954_581080.jpg,plastik,real
dataset\plastik\20260828_111013_275026.jpg,plastik,real
dataset\plastik\20260828_111159_234028.jpg,plastik,real
dataset\plastik\20260828_111357_964878.jpg,plastik,real
dataset\plastik\20260828_111406_400830.jpg,plastik,real
dataset\plastik\20260828_111412_919649.jpg,plastik,real
dataset\plastik\20260828_111419_538858.jpg,plastik,real
dataset\plastik\20260828_111426_597533.jpg,plastik,real
dataset\plastik\20260828_111445_756454.jpg,plastik,real
dataset\plastik\20260828_111634_681505.jpg,plastik,real
dataset\plastik\20260828_111725_558728.jpg,plastik,real
dataset\plastik\20260828_111731_599047.jpg,plastik,real
dataset\plastik\20260828_111736_928228.jpg,plastik,real
dataset\plastik\20260828_111742_253800.jpg,plastik,real
dataset\plastik\20260828_111752_240136.jpg,plastik,real
dataset\plastik\20260828_111807_889212.jpg,plastik,real
dataset\plastik\20260828_111815_750103.jpg,plastik,real
dataset\plastik\20260828_111824_019519.jpg,plastik,real
dataset\plastik\20260828_111842_104042.jpg,plastik,real
dataset\plastik\20260828_111850_674817.jpg,plastik,real
dataset\plastik\20260828_111903_070180.jpg,plastik,real
dataset\plastik\20260828_111920_691669.jpg,plastik,real
dataset\plastik\20260828_111928_870085.jpg,plastik,real
dataset\plastik\20260828_111939_297377.jpg,plastik,real
dataset\plastik\20260828_111944_987690.jpg,plastik,real
dataset\plastik\20260828_112015_454639.jpg,plastik,real
dataset\plastik\20260828_112029_791879_plastik_0.54.jpg,plastik,real
dataset\plastik\20260828_112038_182138.jpg,plastik,real
dataset\plastik\20260829_004230_407311.jpg,plastik,real
dataset\plastik\20260829_004305_029674.jpg,plastik,real
dataset\plastik\20260829_004315_451586.jpg,plastik,real
dataset\plastik\20260829_004322_179161.jpg,plastik,real
dataset\plastik\20260829_004342_739019.jpg,plastik,real
dataset\plastik\20260901_132453_682600.jpg,plastik,real
dataset\plastik\20260901_132630_704769.jpg,plastik,real
dataset\plastik\20260901_133124_698726_plastik_0.51.jpg,plastik,real
dataset\plastik\20260901_133126_267415.jpg,plastik,real
dataset\plastik\20260901_133127_719579_background_0.37.jpg,plastik,real
dataset\plastik\20260901_133216_321808.jpg,plastik,real
dataset\plastik\20260901_133218_956014_plastik_0.51.jpg,plastik,real
dataset\plastik\20260901_133910_449755.jpg,plastik,real
dataset\plastik\20260901_133913_656919.jpg,plastik,real
dataset\plastik\20260901_133915_512419.jpg,plastik,real
dataset\plastik\20260901_133917_368930.jpg,plastik,real
dataset\plastik\20260901_133921_384123.jpg,plastik,real
dataset\plastik\20260901_133924_864851.jpg,plastik,real
dataset\plastik\20260901_134019_375782.jpg,plastik,real
dataset\plastik\20260901_134031_276736.jpg,plastik,real
dataset\plastik\20260901_134036_347197.jpg,plastik,real
dataset\plastik\20260901_134119_217825.jpg,plastik,real
dataset\plastik\20260901_134123_079855.jpg,plastik,real
dataset\plastik\20260901_134127_238893.jpg,plastik,real
dataset\plastik\20260901_134145_018504.jpg,plastik,real
dataset\plastik\20260901_134622_403846.jpg,plastik,real
dataset\plastik\20260901_134625_873158.jpg,plastik,real
dataset\plastik\20260901_134629_379115.jpg,plastik,real
dataset\plastik\20260901_134633_507167_plastik_0.58.jpg,plastik,real
dataset\plastik\20260901_134638_414714.jpg,plastik,real
dataset\plastik\20260901_134948_092569.jpg,plastik,real
dataset\plastik\20260901_135748_842703.jpg,plastik,real
dataset\plastik\20260901_135752_368920.jpg,plastik,real
dataset\plastik\20260901_135754_960350.jpg,plastik,real
dataset\plastik\20260901_135757_077569.jpg,plastik,real
dataset\plastik\20260901_135759_938784.jpg,plastik,real
dataset\plastik\20260901_140022_199522.jpg,plastik,real
dataset\plastik\20260901_140024_857953.jpg,plastik,real
dataset\plastik\20260901_140029_308856.jpg,plastik,real
dataset\plastik\20260901_140048_800854_kaleng_0.48.jpg,plastik,real
dataset\plastik\20260901_140212_996870_plastik_0.50.jpg,plastik,real
dataset\plastik\20260901_140216_964844_kaleng_0.57.jpg,plastik,real
dataset\plastik\20260901_140218_568976.jpg,plastik,real
dataset\plastik\20260901_140352_197993_kaleng_0.52.jpg,plastik,real
dataset\plastik\20260901_140355_764657.jpg,plastik,real
dataset\plastik\20260901_140359_053542_daun_0.41.jpg,plastik,real
dataset\plastik\20260901_140537_237393.jpg,plastik,real
dataset\plastik\20260901_140621_550063.jpg,plastik,real
dataset\plastik\20260901_140629_312984_plastik_0.58.jpg,plastik,real
dataset\plastik\20260901_140631_843458.jpg,plastik,real
dataset\plastik\20260901_140634_737488.jpg,plastik,real
dataset\plastik\20260901_140640_969484.jpg,plastik,real
dataset\plastik\20260901_140830_063890.jpg,plastik,real
dataset\plastik\20260901_140837_147965.jpg,plastik,real
dataset\plastik\20260901_140839_414731.jpg,plastik,real
dataset\plastik\20260901_140853_899463.jpg,plastik,real
dataset\plastik\20260901_140856_925011.jpg,plastik,real
dataset\plastik\20260901_140900_731663.jpg,plastik,real
dataset\plastik\20260901_140922_334989.jpg,plastik,real
dataset\plastik\20260901_140946_276717.jpg,plastik,real
dataset\plastik\20260901_141001_483829.jpg,plastik,real
dataset\plastik\20260901_143401_485442.jpg,plastik,real
dataset\plastik\20260901_173353_756255.jpg,plastik,real
dataset\plastik\20260901_173456_200347.jpg,plastik,real
dataset\plastik\20260901_173652_862402.jpg,plastik,real
dataset\plastik\20260901_173722_015443.jpg,plastik,real
dataset\plastik\20260901_173731_738754.jpg,plastik,real
dataset\plastik\20260901_173924_092998.jpg,plastik,real
dataset\plastik\20260901_173944_939751.jpg,plastik,real
dataset\plastik\20260901_202944_139907.jpg,plastik,real
dataset\plastik\20260901_203027_711698.jpg,plastik,real
dataset\plastik\20260901_203050_568755.jpg,plastik,real
dataset\plastik\20260901_203343_698307_plastik_0.60.jpg,plastik,real
dataset\plastik\20260901_203359_652339.jpg,plastik,real
dataset\plastik\20260901_203404_847356.jpg,plastik,real
dataset\plastik\20260901_203413_143148.jpg,plastik,real
dataset\plastik\20260901_203427_376456.jpg,plastik,real
dataset\plastik\20260901_203504_217595.jpg,plastik,real
dataset\plastik\20260901_203514_885480.jpg,plastik,real
dataset\plastik\20260901_203519_709871.jpg,plastik,real
dataset\plastik\20260901_203523_297188.jpg,plastik,real
dataset\plastik\20260901_203526_155307.jpg,plastik,real
dataset\plastik\20260901_212031_416887.jpg,plastik,real
dataset\plastik\20260901_212143_217916.jpg,plastik,real
dataset\plastik\20260901_212337_636325.jpg,plastik,real
dataset\plastik\20260901_212415_191566.jpg,plastik,real
dataset\plastik\20260901_212431_731119.jpg,plastik,real
dataset\plastik\20260901_212433_759663.jpg,plastik,real
dataset\plastik\20260901_212503_635604.jpg,plastik,real
dataset\plastik\20260901_212506_476553.jpg,plastik,real
dataset\plastik\20260901_212511_437218.jpg,plastik,real
dataset\plastik\crop_20260827_054540_240041.jpg,plastik,real
dataset\plastik\crop_20260827_054735_651905.jpg,plastik,real
dataset\plastik\crop_20260827_054912_258943.jpg,plastik,real
dataset\plastik\crop_20260827_054946_233002.jpg,plastik,real
dataset\plastik\crop_20260827_055015_991406.jpg,plastik,real
dataset\plastik\crop_20260827_055042_795258.jpg,plastik,real
dataset\plastik\crop_20260827_055048_991409.jpg,plastik,real
dataset\plastik\crop_20260827_055054_491967.jpg,plastik,real
dataset\plastik\crop_20260827_055059_764566.jpg,plastik,real
dataset\plastik\crop_20260827_055229_685105.jpg,plastik,real
dataset\plastik\crop_20260827_055452_899119.jpg,plastik,real
dataset\plastik\crop_20260827_055457_611454.jpg,plastik,real
dataset\plastik\crop_20260827_055504_747367.jpg,plastik,real
dataset\plastik\crop_20260827_055511_029146.jpg,plastik,real
dataset\plastik\crop_20260827_055519_567254.jpg,plastik,real
dataset\plastik\crop_20260827_055535_932687.jpg,plastik,real
dataset\plastik\crop_20260827_055539_849692.jpg,plastik,real
dataset\plastik\crop_20260827_055547_131624.jpg,plastik,real
dataset\plastik\crop_20260827_055559_465088.jpg,plastik,real
dataset\plastik\crop_20260827_055607_057997.jpg,plastik,real
dataset\plastik\crop_20260827_055612_729828.jpg,plastik,real
dataset\plastik\crop_20260827_055739_754555.jpg,plastik,real
dataset\plastik\crop_20260827_055810_872845.jpg,plastik,real
dataset\plastik\crop_20260827_055819_404346.jpg,plastik,real
dataset\plastik\crop_20260827_055826_797200.jpg,plastik,real
dataset\plastik\crop_20260827_055832_270368.jpg,plastik,real
dataset\plastik\crop_20260827_055839_743134.jpg,plastik,real
dataset\plastik\crop_20260827_055843_615965.jpg,plastik,real
dataset\plastik\crop_20260827_102856_670555.jpg,plastik,real
dataset\plastik\crop_20260827_102903_889626.jpg,plastik,real
dataset\plastik\crop_20260827_102908_415902.jpg,plastik,real
dataset\plastik\crop_20260827_102940_535520.jpg,plastik,real
dataset\plastik\crop_20260827_103010_711754.jpg,plastik,real
dataset\plastik\crop_20260827_103103_945232.jpg,plastik,real
dataset\plastik\crop_20260827_103113_723968.jpg,plastik,real
dataset\plastik\crop_20260827_103118_138964.jpg,plastik,real
dataset\plastik\crop_20260827_103123_763502.jpg,plastik,real
dataset\plastik\crop_20260827_103342_618411.jpg,plastik,real
dataset\plastik\crop_20260827_103347_288119.jpg,plastik,real
dataset\plastik\crop_20260827_103425_143497.jpg,plastik,real
dataset\plastik\crop_20260827_103442_566419.jpg,plastik,real
dataset\plastik\crop_20260827_103503_404940.jpg,plastik,real
dataset\plastik\crop_20260827_103506_456343.jpg,plastik,real
dataset\plastik\crop_20260827_103508_978875.jpg,plastik,real
dataset\plastik\crop_20260827_103630_647596.jpg,plastik,real
dataset\plastik\crop_20260827_103633_818794.jpg,plastik,real
dataset\plastik\crop_20260827_103636_631290.jpg,plastik,real
dataset\plastik\crop_20260827_103640_984318.jpg,plastik,real
dataset\plastik\crop_20260827_103647_113644.jpg,plastik,real
dataset\plastik\crop_20260827_103650_397813.jpg,plastik,real
dataset\plastik\crop_20260827_103653_164283.jpg,plastik,real
dataset\plastik\crop_20260827_103658_967888.jpg,plastik,real
dataset\plastik\crop_20260827_103716_807062.jpg,plastik,real
dataset\plastik\crop_20260827_103720_648376.jpg,plastik,real
dataset\plastik\crop_20260827_103726_182849.jpg,plastik,real
dataset\plastik\crop_20260827_103729_788161.jpg,plastik,real
dataset\plastik\crop_20260827_104104_243828.jpg,plastik,real
dataset\plastik\crop_20260827_104128_111358.jpg,plastik,real
dataset\plastik\crop_20260827_104131_299052.jpg,plastik,real
dataset\plastik\crop_20260827_104133_773262.jpg,plastik,real
dataset\plastik\crop_20260827_104141_247408.jpg,plastik,real
dataset\plastik\crop_20260827_104144_664923.jpg,plastik,real
dataset\plastik\crop_20260827_104147_967257.jpg,plastik,real
dataset\plastik\crop_20260827_104151_034521.jpg,plastik,real
dataset\plastik\crop_20260827_121533_524643.jpg,plastik,real
dataset\plastik\crop_20260827_121547_244368.jpg,plastik,real
dataset\plastik\crop_20260827_121628_951632.jpg,plastik,real
dataset\plastik\crop_20260827_121942_425252.jpg,plastik,real
dataset\plastik\crop_20260827_122003_309627.jpg,plastik,real
dataset\plastik\crop_20260827_122026_593775.jpg,plastik,real
dataset\plastik\crop_20260827_122750_183522.jpg,plastik,real
dataset\plastik\crop_20260827_123026_757729.jpg,plastik,real
dataset\plastik\crop_20260827_123031_425079.jpg,plastik,real
dataset\plastik\crop_20260827_123544_851968.jpg,plastik,real
dataset\plastik\crop_20260827_123915_564166.jpg,plastik,real
dataset\plastik\crop_20260827_123935_536074.jpg,plastik,real
dataset\plastik\crop_20260827_124104_092640.jpg,plastik,real
dataset\plastik\crop_20260827_124128_097698.jpg,plastik,real
dataset\plastik\crop_20260827_124219_486746.jpg,plastik,real
dataset\plastik\crop_20260827_124654_980886.jpg,plastik,real
dataset\plastik\crop_20260827_124705_254414.jpg,plastik,real
dataset\plastik\crop_20260827_124705_810322.jpg,plastik,real
dataset\plastik\crop_20260827_124730_610192.jpg,plastik,real
dataset\plastik\crop_20260827_124738_997536.jpg,plastik,real
dataset\plastik\crop_20260827_124742_454173.jpg,plastik,real
dataset\plastik\crop_20260827_124746_017212.jpg,plastik,real
dataset\plastik\crop_20260827_124751_240215.jpg,plastik,real
dataset\plastik\crop_20260827_124755_608743.jpg,plastik,real
dataset\plastik\crop_20260827_124758_871024.jpg,plastik,real
dataset\plastik\crop_20260827_124801_836198.jpg,plastik,real
